Name,Owner,Desc,url,forks,stars,watches,created_at
linkerd-multus-operator,ErmakovDmitriy,,https://github.com/ErmakovDmitriy/linkerd-multus-operator,0,0,1,2022-06-04
consul-kv-operator,caproven,,https://github.com/caproven/consul-kv-operator,0,0,1,2022-06-26
hello-world-operator,naftalyava,,https://github.com/naftalyava/hello-world-operator,1,0,2,2022-06-16
k8simage-operator,huisebug,,https://github.com/huisebug/k8simage-operator,0,0,1,2022-06-16
workload-identity-operator-gcp,giantswarm,Operator to automate workload identity setup on GCP clusters,https://github.com/giantswarm/workload-identity-operator-gcp,0,1,11,2022-06-07
aws-servicequotas-operator,giantswarm,Operator to adjust AWS Service Quotas,https://github.com/giantswarm/aws-servicequotas-operator,0,0,8,2022-06-21
pulp-operator-go,git-hyagi,,https://github.com/git-hyagi/pulp-operator-go,0,0,2,2022-06-07
prometheus-metering-operator,PeepoClown,,https://github.com/PeepoClown/prometheus-metering-operator,0,0,1,2022-06-25
k8s-operator-sdk,pjhmong,,https://github.com/pjhmong/k8s-operator-sdk,0,0,1,2022-07-01
k8s-operator-istio,lkh1434,,https://github.com/lkh1434/k8s-operator-istio,0,0,1,2022-06-17
k8s-cleanup-operator,nandajavarma,A Kuberentes controller to periodically cleanup other resources in a cluster,https://github.com/nandajavarma/k8s-cleanup-operator,0,0,1,2022-06-12
gopods,cloudguruab,Operator used to setup & configure cron jobs,https://github.com/cloudguruab/gopods,0,0,1,2022-06-15
op-new,brentlaster,updated final versions of operator code,https://github.com/brentlaster/op-new,0,0,2,2022-06-30
mesh-manager,nadundesilva,Kubernetes Operator for managing microservices at scale,https://github.com/nadundesilva/mesh-manager,0,1,1,2022-06-11
pod-route,cecobask,A basic Kubernetes operator that creates pod and route for a microservice and allows you to specify the number of replicas to automatically scale a deployment,https://github.com/cecobask/pod-route,0,0,0,2022-06-15
k8s-node-pool-operator,wrhb123,,https://github.com/wrhb123/k8s-node-pool-operator,0,0,1,2022-07-01
deploy-website-k8s-operator,morganleroi,,https://github.com/morganleroi/deploy-website-k8s-operator,0,0,1,2022-06-24
okta-user-controller,kuuji,,https://github.com/kuuji/okta-user-controller,0,1,1,2022-06-29
guestbook-app,ahuffman,Built from https://github.com/nukleros/guestbook-app-ref-implementation-for-operator-builder,https://github.com/ahuffman/guestbook-app,0,0,1,2022-06-27
kubean,kubean-io,:seedling: Kubernetes lifecycle management operator based on kubespray.,https://github.com/kubean-io/kubean,39,238,4,2022-07-05
package-operator,package-operator,Operator for packaging and managing a collection of arbitrary Kubernetes objects to install software on one or multiple clusters.,https://github.com/package-operator/package-operator,17,22,2,2022-07-25
dolphinscheduler-operator,apache,Apache DolphinScheduler Kubernetes Operator.,https://github.com/apache/dolphinscheduler-operator,16,15,25,2022-07-04
karmada-operator1,DaoCloud,,https://github.com/DaoCloud/karmada-operator1,4,12,7,2022-07-11
oria-operator,operator-framework,,https://github.com/operator-framework/oria-operator,9,5,4,2022-07-26
platform-operators,openshift,Platform Operators allow OpenShift users configure which non-core-payload operators they want on their cluster at install time,https://github.com/openshift/platform-operators,14,2,9,2022-07-05
kubernetes-operator-tutorial,leovct,🛠️ Build a Kubernetes Operator in 10 minutes,https://github.com/leovct/kubernetes-operator-tutorial,5,14,1,2022-07-05
cosmos-operator,strangelove-ventures,Cosmos Operator is a kubernetes operator for managing cosmos nodes,https://github.com/strangelove-ventures/cosmos-operator,2,20,4,2022-07-25
gcp-filestore-csi-driver-operator,openshift,The gcp-filestore-csi-driver-operator installs and maintains the GCP Filestore CSI Driver on a cluster.,https://github.com/openshift/gcp-filestore-csi-driver-operator,9,2,9,2022-07-05
operator-framework-rukpak,openshift,Rukpak runs in a Kubernetes cluster and defines an API for installing cloud native bundle content,https://github.com/openshift/operator-framework-rukpak,8,0,10,2022-07-05
tiflow-operator,pingcap,TiFlow-Operator creates and manages TiFlow clusters running in Kubernetes.,https://github.com/pingcap/tiflow-operator,5,0,21,2022-07-21
operator,InnKeeperDevOps,Operator to build and deploy a docker container from a github repository,https://github.com/InnKeeperDevOps/operator,0,2,1,2022-07-14
freshrss-operator,saas-patterns,,https://github.com/saas-patterns/freshrss-operator,2,0,1,2022-07-21
mysql-operator,erda-project,"Create, operate and scale self-healing MySQL clusters in Kubernetes",https://github.com/erda-project/mysql-operator,2,1,6,2022-07-19
redis-operator,tmax-cloud,redis operator v0.11.0 + a (2022-08-29),https://github.com/tmax-cloud/redis-operator,2,0,0,2022-07-28
operator-template,Luukvdm,Simple template for Kubernetes operators written in Golang,https://github.com/Luukvdm/operator-template,1,4,1,2022-07-20
operator,cnative-dev,,https://github.com/cnative-dev/operator,0,0,1,2022-07-28
operator,launchboxio,Kubernetes Operator for Launchbox,https://github.com/launchboxio/operator,0,0,1,2022-07-23
sops-operator,snapp-incubator,,https://github.com/snapp-incubator/sops-operator,0,2,6,2022-07-17
labs-k8s-operator,webofmars,[labs] create a kubernetes operator,https://github.com/webofmars/labs-k8s-operator,1,2,1,2022-07-22
testkube-watch-controller,lreimer,A K8s controller that watches Kubernetes change events to trigger Testkube test execution.,https://github.com/lreimer/testkube-watch-controller,0,2,1,2022-07-21
qucheng-operator,easysoft,qucheng operator,https://github.com/easysoft/qucheng-operator,0,0,2,2022-07-11
gatling-operator,gridgentoo,gatling-operator,https://github.com/gridgentoo/gatling-operator,0,0,2,2022-07-21
operatordev,xingtaiwang2008,,https://github.com/xingtaiwang2008/operatordev,0,1,1,2022-07-15
vector-operator,spaghettifunk,Vector Kubernetes Operator,https://github.com/spaghettifunk/vector-operator,0,0,1,2022-07-09
cronjob-operator,acrossmountain,kubernetes cronjob operator,https://github.com/acrossmountain/cronjob-operator,0,0,1,2022-07-13
sample-operator,tadayosi,,https://github.com/tadayosi/sample-operator,0,0,1,2022-07-07
games-operator,vlad-pbr,,https://github.com/vlad-pbr/games-operator,0,0,1,2022-07-20
my-operator,ShubhamTatvamasi,,https://github.com/ShubhamTatvamasi/my-operator,0,0,1,2022-07-16
service-operator,ghaabor,,https://github.com/ghaabor/service-operator,0,0,1,2022-07-05
compose-operator,maxcleme,,https://github.com/maxcleme/compose-operator,0,1,1,2022-07-25
memcached-operator,kevinearls,,https://github.com/kevinearls/memcached-operator,0,0,2,2022-07-12
frpc-operator,yoogoc,Exposing an External Address to Access an Application in a Cluster with frp,https://github.com/yoogoc/frpc-operator,1,0,1,2022-07-13
postgres-operator,heinrichgrt,A small operator for creating DBs and user/roles on existing postgres DB-servers.,https://github.com/heinrichgrt/postgres-operator,0,1,1,2022-07-15
memcached-operator,ShubhamTatvamasi,,https://github.com/ShubhamTatvamasi/memcached-operator,0,0,1,2022-07-18
demo-operator,phanimullapudi,,https://github.com/phanimullapudi/demo-operator,0,0,1,2022-07-13
annoying-operator,NautiluX,,https://github.com/NautiluX/annoying-operator,0,0,1,2022-07-22
galera-operator,dciabrin,Experiments on galera cluster operator for Kubernetes,https://github.com/dciabrin/galera-operator,0,0,1,2022-07-25
cronjob-operator,hackerboy01,,https://github.com/hackerboy01/cronjob-operator,0,0,2,2022-07-03
kubernetes-operator,OpsLevel,,https://github.com/OpsLevel/kubernetes-operator,0,0,1,2022-07-16
mydbaas-operator,jianrongzhang89,,https://github.com/jianrongzhang89/mydbaas-operator,0,0,1,2022-07-18
demo-operator,yongkangdanren,,https://github.com/yongkangdanren/demo-operator,0,0,1,2022-07-25
MPI-Operator,FFFFFaraway,"Kubernetes Operator for MPI-based applications (distributed training like Horovod, etc.)",https://github.com/FFFFFaraway/MPI-Operator,0,0,2,2022-07-26
rsct-operator,ocp-power-automation,,https://github.com/ocp-power-automation/rsct-operator,0,0,2,2022-07-14
foo-operator,zmotso,,https://github.com/zmotso/foo-operator,0,0,1,2022-07-12
procx-operator,robertlestak,A Kubernetes operator for procx. This operator makes it easy to create and manage decoupled event-driven jobs in Kubernetes.,https://github.com/robertlestak/procx-operator,0,0,1,2022-07-30
nginx-operator,mahmoudalide,,https://github.com/mahmoudalide/nginx-operator,0,0,1,2022-07-31
cv-operator,talaismail,,https://github.com/talaismail/cv-operator,0,0,2,2022-07-12
secretbox-operator,pavel1337,,https://github.com/pavel1337/secretbox-operator,0,0,2,2022-07-24
jhipster-operator,hipster-labs,A magical peace of software making JHipster on k8s fun,https://github.com/hipster-labs/jhipster-operator,0,0,3,2022-07-08
redis-operator,superwongo,,https://github.com/superwongo/redis-operator,0,0,1,2022-07-24
kubebuilder,ZhengjunHUO,Build an operator with kubebuilder,https://github.com/ZhengjunHUO/kubebuilder,0,0,1,2022-08-01
k8s-bmo,bmcgo,Kubernetes native bare metal operator,https://github.com/bmcgo/k8s-bmo,0,0,1,2022-08-01
pod-cleanup-operator,akhil-rane,"A kubernetes controller that deletes terminating, completed or failed pods after certain predefined time interval",https://github.com/akhil-rane/pod-cleanup-operator,0,0,2,2022-07-13
cert-backup-operator,aellwein,,https://github.com/aellwein/cert-backup-operator,0,0,1,2022-07-26
microk8s-operator,neoaggelos,Super secret project,https://github.com/neoaggelos/microk8s-operator,0,1,2,2022-07-08
community-operator-v2,zufardhiyaulhaq,Community Operator to manage community group via Kubernetes CRDs,https://github.com/zufardhiyaulhaq/community-operator-v2,0,0,1,2022-07-08
ingress-nginx-operator,kubegems,The operator for [Kubernetes Ingress NGINX Controller](https://github.com/kubernetes/ingress-nginx).,https://github.com/kubegems/ingress-nginx-operator,0,0,5,2022-07-20
operator-file-controller,felinae98,,https://github.com/felinae98/operator-file-controller,0,1,2,2022-07-04
simple-coralogix-operator,OrNovo,,https://github.com/OrNovo/simple-coralogix-operator,1,0,1,2022-07-24
authelia-oidc-operator,milas,Kubernetes operator to simplify managing OIDC clients with Authelia SSO,https://github.com/milas/authelia-oidc-operator,0,0,1,2022-07-04
basic-go-operator,vpganh,,https://github.com/vpganh/basic-go-operator,0,0,1,2022-07-17
timezone-guardian-operator,rurod,,https://github.com/rurod/timezone-guardian-operator,0,0,1,2022-07-20
b3scale-operator,b3scale,A Kubernetes Operator to provision b3scale tenants,https://github.com/b3scale/b3scale-operator,0,0,2,2022-07-02
k8s-operator,zkyy66,,https://github.com/zkyy66/k8s-operator,0,0,1,2022-07-07
osde2e_operator_test,MrSantamaria,,https://github.com/MrSantamaria/osde2e_operator_test,0,0,1,2022-07-21
kubebuilder-operator-istio-fault-injection,calam1,quick and dirty k8 operator ala kubebuilder that watches for a crd to deploy an envoy filter that causes fault injection,https://github.com/calam1/kubebuilder-operator-istio-fault-injection,0,0,1,2022-07-21
k8s-operator-kibana,svketen,Developing playground for k8s operator pattern with go.,https://github.com/svketen/k8s-operator-kibana,0,1,1,2022-07-18
rbac-proxy-poc,everettraven,PoC sidecar proxy for Descoped Operators,https://github.com/everettraven/rbac-proxy-poc,0,1,1,2022-07-22
settings-controller,fgiloux,Operator in charge of managing the settings of kcp workspaces used for Pipeline Service,https://github.com/fgiloux/settings-controller,1,2,1,2022-07-28
sentinel-go-datasource-opensergo-poc,sentinel-group,(Deprecated) Sentinel Go OpenSergo data-source POC version (embedded operator),https://github.com/sentinel-group/sentinel-go-datasource-opensergo-poc,0,0,2,2022-07-20
trusted-cert,chainguard-dev,Un-forked clone of Trusted Cert operator so we can test github actions workflows,https://github.com/chainguard-dev/trusted-cert,0,1,1,2022-07-11
harbor-control-plane,kube-operators,K8S Operator that implements the  control plane functionality for the Harbor Registry.,https://github.com/kube-operators/harbor-control-plane,0,0,0,2022-07-10
openstack-operator,openstack-k8s-operators,Meta Operator for OpenStack,https://github.com/openstack-k8s-operators/openstack-operator,28,10,5,2022-08-04
openstack-ansibleee-operator,openstack-k8s-operators,Operator to run Ansible Execution Environments on OpenShift,https://github.com/openstack-k8s-operators/openstack-ansibleee-operator,20,6,9,2022-08-09
cloud-sql-proxy-operator,GoogleCloudPlatform,A Kubernetes Operator to automatically configure secure connections to Cloud SQL,https://github.com/GoogleCloudPlatform/cloud-sql-proxy-operator,6,49,4,2022-08-18
ironic-operator,openstack-k8s-operators,,https://github.com/openstack-k8s-operators/ironic-operator,13,2,4,2022-08-02
casdoor-operator,casdoor,Kubernetes Operator for Casdoor,https://github.com/casdoor/casdoor-operator,5,5,2,2022-08-29
greptimedb-operator,GreptimeTeam,Run GreptimeDB on Kubernetes.,https://github.com/GreptimeTeam/greptimedb-operator,2,22,6,2022-08-04
ndb-operator,nutanix-cloud-native,Nutanix NDB Kubernetes Operator,https://github.com/nutanix-cloud-native/ndb-operator,6,5,2,2022-08-02
arista-ceoslab-operator,aristanetworks,K8s operator for managing meshnet-networked cEOS-lab instances,https://github.com/aristanetworks/arista-ceoslab-operator,2,9,15,2022-08-18
ocs-client-operator,red-hat-storage,An operator to define and connect storage consumers to an external OCS storage provider.,https://github.com/red-hat-storage/ocs-client-operator,5,1,8,2022-08-19
klock,robert-nemet,Lock for K8s,https://github.com/robert-nemet/klock,0,50,2,2022-08-28
habana-ai-operator,fabiendupont,Habana AI Operator,https://github.com/fabiendupont/habana-ai-operator,3,0,3,2022-08-08
horus-operator,forbearing,An operator that uses the restic backup tools to Backup/Restore/Migration/Clone from k8s PVC to S3/Minio/Ceph/NFS,https://github.com/forbearing/horus-operator,1,8,1,2022-08-13
pocket-operator,pokt-network,Deploy and manage pocket nodes on Kubernetes,https://github.com/pokt-network/pocket-operator,2,1,6,2022-08-24
edp-argocd-operator,epam,This operator manages ArgoCD Tenants (Projects) deployment using API. It supports Argo Repositories and Applications,https://github.com/epam/edp-argocd-operator,2,0,4,2022-08-03
operator-demo,civo,,https://github.com/civo/operator-demo,0,4,2,2022-08-16
solace-scalable-k8s-operator,benm-stm,scalable solace kubernetes operator,https://github.com/benm-stm/solace-scalable-k8s-operator,0,3,1,2022-08-20
operator,greatsharp,,https://github.com/greatsharp/operator,0,0,2,2022-08-09
apisix-operator,Chever-John,,https://github.com/Chever-John/apisix-operator,0,3,1,2022-08-17
age-operator,snapp-incubator,gitopts secret management using age,https://github.com/snapp-incubator/age-operator,0,3,7,2022-08-04
operator,HAOlowkey,,https://github.com/HAOlowkey/operator,0,0,1,2022-08-15
reply-urls-operator,hmcts,A Kubernetes Operator that syncs Kubernetes Ingresses with one or more Azure App Registration's web reply URLs,https://github.com/hmcts/reply-urls-operator,0,3,12,2022-08-18
designate-operator,dkehn,,https://github.com/dkehn/designate-operator,0,2,2,2022-09-01
pocket-v1-operator,lander2k2,,https://github.com/lander2k2/pocket-v1-operator,1,2,3,2022-08-23
